Year,Topic groups,Topic categories 1,Topic categories 2,Topic categories 3,Suppression,Total,County totals
2019,Residence county by place of occurrence,Columbia,Curry,,,0,31
2019,Residence county by place of occurrence,Columbia,Douglas,,,0,153
2019,Residence county by place of occurrence,Columbia,Gilliam,,,0,1
2019,Residence county by place of occurrence,Columbia,Harney,,,0,6
2019,Residence county by place of occurrence,Columbia,Hood River,,,0,41
2019,Residence county by place of occurrence,Columbia,Jackson,,,0,403
2019,Residence county by place of occurrence,Columbia,Jefferson,,,0,37
2019,Residence county by place of occurrence,Columbia,Klamath,,,0,96
2019,Residence county by place of occurrence,Columbia,Lake,,,0,7
2019,Residence county by place of occurrence,Columbia,Lane,,,0,767
2019,Residence county by place of occurrence,Columbia,Lincoln,,,0,84
2019,Residence county by place of occurrence,Columbia,Malheur,,,0,14
2019,Residence county by place of occurrence,Columbia,Marion,,,0,701
2019,Residence county by place of occurrence,Columbia,Morrow,,,0,2
2019,Residence county by place of occurrence,Columbia,Multnomah,,,0,2633
2019,Residence county by place of occurrence,Columbia,Out-of-state,,,0,795
2019,Residence county by place of occurrence,Columbia,Polk,,,0,106
2019,Residence county by place of occurrence,Columbia,Sherman,,,0,2
2019,Residence county by place of occurrence,Columbia,Tillamook,,,0,29
2019,Residence county by place of occurrence,Columbia,Umatilla,,,0,17
2019,Residence county by place of occurrence,Columbia,Union,,,0,6
2019,Residence county by place of occurrence,Columbia,Unknown county,,,0,0
2019,Residence county by place of occurrence,Columbia,Wallowa,,,0,2
2019,Residence county by place of occurrence,Columbia,Wasco,,,0,31
2019,Residence county by place of occurrence,Columbia,Washington,,,0,913
2019,Residence county by place of occurrence,Columbia,Wheeler,,,0,1
2019,Residence county by place of occurrence,Columbia,Yamhill,,,0,124
2019,Residence county by place of occurrence,Deschutes,Clatsop,,,0,47
2019,Residence county by place of occurrence,Deschutes,Columbia,,,0,57
2019,Residence county by place of occurrence,Deschutes,Coos,,,0,88
2019,Residence county by place of occurrence,Deschutes,Curry,,,0,31
2019,Residence county by place of occurrence,Deschutes,Douglas,,,0,153
2019,Residence county by place of occurrence,Deschutes,Gilliam,,,0,1
2019,Residence county by place of occurrence,Deschutes,Grant,,,0,0
2019,Residence county by place of occurrence,Deschutes,Hood River,,,0,41
2019,Residence county by place of occurrence,Deschutes,Lincoln,,,0,84
2019,Residence county by place of occurrence,Deschutes,Linn,,,0,177
2019,Residence county by place of occurrence,Deschutes,Morrow,,,0,2
2019,Residence county by place of occurrence,Deschutes,Polk,,,0,106
2019,Residence county by place of occurrence,Deschutes,Sherman,,,0,2
2019,Residence county by place of occurrence,Deschutes,Tillamook,,,0,29
2019,Residence county by place of occurrence,Deschutes,Umatilla,,,0,17
2019,Residence county by place of occurrence,Deschutes,Washington,,,0,913
2019,Residence county by place of occurrence,Deschutes,Yamhill,,,0,124
2019,Residence county by place of occurrence,Jackson,Baker,,,0,4
2019,Residence county by place of occurrence,Jackson,Clackamas,,,0,588
2019,Residence county by place of occurrence,Jackson,Clatsop,,,0,47
2019,Residence county by place of occurrence,Jackson,Columbia,,,0,57
2019,Residence county by place of occurrence,Jackson,Crook,,,0,29
2019,Residence county by place of occurrence,Jackson,Gilliam,,,0,1
2019,Residence county by place of occurrence,Jackson,Grant,,,0,0
2019,Residence county by place of occurrence,Jackson,Harney,,,0,6
2019,Residence county by place of occurrence,Jackson,Hood River,,,0,41
2019,Residence county by place of occurrence,Jackson,Lincoln,,,0,84
2019,Residence county by place of occurrence,Jackson,Marion,,,0,701
2019,Residence county by place of occurrence,Jackson,Morrow,,,0,2
2019,Residence county by place of occurrence,Jackson,Polk,,,0,106
2019,Residence county by place of occurrence,Jackson,Sherman,,,0,2
2019,Residence county by place of occurrence,Jackson,Union,,,0,6
2019,Residence county by place of occurrence,Jackson,Unknown county,,,0,0
2019,Residence county by place of occurrence,Jackson,Wallowa,,,0,2
2019,Residence county by place of occurrence,Jackson,Wasco,,,0,31
2019,Residence county by place of occurrence,Jackson,Wheeler,,,0,1
2019,Residence county by place of occurrence,Jackson,Yamhill,,,0,124
2019,Residence county by place of occurrence,Josephine,Clackamas,,,0,588
2019,Residence county by place of occurrence,Josephine,Clatsop,,,0,47
2019,Residence county by place of occurrence,Josephine,Columbia,,,0,57
2019,Residence county by place of occurrence,Josephine,Crook,,,0,29
2019,Residence county by place of occurrence,Josephine,Deschutes,,,0,400
2019,Residence county by place of occurrence,Josephine,Gilliam,,,0,1
2019,Residence county by place of occurrence,Josephine,Grant,,,0,0
2019,Residence county by place of occurrence,Josephine,Harney,,,0,6
2019,Residence county by place of occurrence,Josephine,Hood River,,,0,41
2019,Residence county by place of occurrence,Josephine,Jefferson,,,0,37
2019,Residence county by place of occurrence,Josephine,Lake,,,0,7
2019,Residence county by place of occurrence,Josephine,Lincoln,,,0,84
2019,Residence county by place of occurrence,Josephine,Linn,,,0,177
2019,Residence county by place of occurrence,Josephine,Malheur,,,0,14
2019,Residence county by place of occurrence,Josephine,Marion,,,0,701
2019,Residence county by place of occurrence,Josephine,Morrow,,,0,2
2019,Residence county by place of occurrence,Josephine,Sherman,,,0,2
2019,Residence county by place of occurrence,Josephine,Tillamook,,,0,29
2019,Residence county by place of occurrence,Josephine,Umatilla,,,0,17
2019,Residence county by place of occurrence,Josephine,Union,,,0,6
2019,Residence county by place of occurrence,Josephine,Unknown county,,,0,0
2019,Residence county by place of occurrence,Josephine,Wallowa,,,0,2
2019,Residence county by place of occurrence,Josephine,Wasco,,,0,31
2019,Residence county by place of occurrence,Josephine,Washington,,,0,913
2019,Residence county by place of occurrence,Josephine,Wheeler,,,0,1
2019,Residence county by place of occurrence,Josephine,Yamhill,,,0,124
2019,Residence county by place of occurrence,Lane,Baker,,,0,4
2019,Residence county by place of occurrence,Lane,Clackamas,,,0,588
2019,Residence county by place of occurrence,Lane,Clatsop,,,0,47
2019,Residence county by place of occurrence,Lane,Crook,,,0,29
2019,Residence county by place of occurrence,Lane,Gilliam,,,0,1
2019,Residence county by place of occurrence,Lane,Grant,,,0,0
2019,Residence county by place of occurrence,Lane,Harney,,,0,6
2019,Residence county by place of occurrence,Lane,Hood River,,,0,41
2019,Residence county by place of occurrence,Lane,Jefferson,,,0,37
2019,Residence county by place of occurrence,Lane,Malheur,,,0,14
2019,Residence county by place of occurrence,Lane,Polk,,,0,106
2019,Residence county by place of occurrence,Lane,Sherman,,,0,2
2019,Residence county by place of occurrence,Lane,Umatilla,,,0,17
2019,Residence county by place of occurrence,Lane,Union,,,0,6
2019,Residence county by place of occurrence,Lane,Unknown county,,,0,0
2019,Residence county by place of occurrence,Lane,Wallowa,,,0,2
2019,Residence county by place of occurrence,Lane,Wasco,,,0,31
2019,Residence county by place of occurrence,Lane,Washington,,,0,913
2019,Residence county by place of occurrence,Lane,Wheeler,,,0,1
2019,Residence county by place of occurrence,Marion,Baker,,,0,4
2019,Residence county by place of occurrence,Marion,Clatsop,,,0,47
2019,Residence county by place of occurrence,Marion,Columbia,,,0,57
2019,Residence county by place of occurrence,Marion,Curry,,,0,31
2019,Residence county by place of occurrence,Marion,Gilliam,,,0,1
2019,Residence county by place of occurrence,Marion,Grant,,,0,0
2019,Residence county by place of occurrence,Marion,Harney,,,0,6
2019,Residence county by place of occurrence,Marion,Hood River,,,0,41
2019,Residence county by place of occurrence,Marion,Jefferson,,,0,37
2019,Residence county by place of occurrence,Marion,Josephine,,,0,179
2019,Residence county by place of occurrence,Marion,Malheur,,,0,14
2019,Residence county by place of occurrence,Marion,Morrow,,,0,2
2019,Residence county by place of occurrence,Marion,Sherman,,,0,2
2019,Residence county by place of occurrence,Marion,Unknown county,,,0,0
2019,Residence county by place of occurrence,Marion,Wallowa,,,0,2
2019,Residence county by place of occurrence,Marion,Wasco,,,0,31
2019,Residence county by place of occurrence,Marion,Wheeler,,,0,1
2019,Residence county by place of occurrence,Multnomah,Grant,,,0,0
2019,Residence county by place of occurrence,Multnomah,Unknown county,,,0,0
2019,Residence county by place of occurrence,Multnomah,Wheeler,,,0,1
2019,Residence county by place of occurrence,Washington,Coos,,,0,88
2019,Residence county by place of occurrence,Washington,Curry,,,0,31
2019,Residence county by place of occurrence,Washington,Deschutes,,,0,400
2019,Residence county by place of occurrence,Washington,Douglas,,,0,153
2019,Residence county by place of occurrence,Washington,Gilliam,,,0,1
2019,Residence county by place of occurrence,Washington,Grant,,,0,0
2019,Residence county by place of occurrence,Washington,Harney,,,0,6
2019,Residence county by place of occurrence,Washington,Josephine,,,0,179
2019,Residence county by place of occurrence,Washington,Klamath,,,0,96
2019,Residence county by place of occurrence,Washington,Lane,,,0,767
2019,Residence county by place of occurrence,Washington,Malheur,,,0,14
2019,Residence county by place of occurrence,Washington,Morrow,,,0,2
2019,Residence county by place of occurrence,Washington,Sherman,,,0,2
2019,Residence county by place of occurrence,Washington,Unknown county,,,0,0
2019,Residence county by place of occurrence,Washington,Wasco,,,0,31
2019,Residence county by place of occurrence,Washington,Wheeler,,,0,1
2020,Age of patient by length of gestation,13-16 weeks,Age unknown,,,0,
2020,Age of patient by length of gestation,13-16 weeks,Ages 15-19,,,50,
2020,Age of patient by length of gestation,13-16 weeks,Ages 20-24,,,109,
2020,Age of patient by length of gestation,13-16 weeks,Ages 25-29,,,107,
2020,Age of patient by length of gestation,13-16 weeks,Ages 30-34,,,64,
2020,Age of patient by length of gestation,13-16 weeks,Ages 35-39,,,47,
2020,Age of patient by length of gestation,13-16 weeks,Ages 40-44,,,18,
2020,Age of patient by length of gestation,13-16 weeks,Ages 45+,,,4,
2020,Age of patient by length of gestation,13-16 weeks,Ages <15,,,5,
2020,Age of patient by length of gestation,17-20 weeks,Age unknown,,,0,
2020,Age of patient by length of gestation,17-20 weeks,Ages 15-19,,,15,
2020,Age of patient by length of gestation,17-20 weeks,Ages 20-24,,,31,
2020,Age of patient by length of gestation,17-20 weeks,Ages 25-29,,,37,
2020,Age of patient by length of gestation,17-20 weeks,Ages 30-34,,,33,
2020,Age of patient by length of gestation,17-20 weeks,Ages 35-39,,,19,
2020,Age of patient by length of gestation,17-20 weeks,Ages 40-44,,,7,
2020,Age of patient by length of gestation,17-20 weeks,Ages 45+,,,1,
2020,Age of patient by length of gestation,17-20 weeks,Ages <15,,,1,
2020,Age of patient by length of gestation,21-22 weeks,Age unknown,,,0,
2020,Age of patient by length of gestation,21-22 weeks,Ages 15-19,,,3,
2020,Age of patient by length of gestation,21-22 weeks,Ages 20-24,,,13,
2020,Age of patient by length of gestation,21-22 weeks,Ages 25-29,,,14,
2020,Age of patient by length of gestation,21-22 weeks,Ages 30-34,,,12,
2020,Age of patient by length of gestation,21-22 weeks,Ages 35-39,,,6,
2020,Age of patient by length of gestation,21-22 weeks,Ages 40-44,,,2,
2020,Age of patient by length of gestation,21-22 weeks,Ages 45+,,,0,
2020,Age of patient by length of gestation,21-22 weeks,Ages <15,,,0,
2020,Age of patient by length of gestation,23+ weeks,Age unknown,,,0,
2020,Age of patient by length of gestation,23+ weeks,Ages 15-19,,,7,
2020,Age of patient by length of gestation,23+ weeks,Ages 20-24,,,13,
2020,Age of patient by length of gestation,23+ weeks,Ages 25-29,,,10,
2020,Age of patient by length of gestation,23+ weeks,Ages 30-34,,,14,
2020,Age of patient by length of gestation,23+ weeks,Ages 35-39,,,11,
2020,Age of patient by length of gestation,23+ weeks,Ages 40-44,,,5,
2020,Age of patient by length of gestation,23+ weeks,Ages 45+,,,0,
2020,Age of patient by length of gestation,23+ weeks,Ages <15,,,0,
2020,Age of patient by length of gestation,9-12 weeks,Age unknown,,,0,
2020,Age of patient by length of gestation,9-12 weeks,Ages 15-19,,,132,
2020,Age of patient by length of gestation,9-12 weeks,Ages 20-24,,,325,
2020,Age of patient by length of gestation,9-12 weeks,Ages 25-29,,,264,
2020,Age of patient by length of gestation,9-12 weeks,Ages 30-34,,,187,
2020,Age of patient by length of gestation,9-12 weeks,Ages 35-39,,,119,
2020,Age of patient by length of gestation,9-12 weeks,Ages 40-44,,,34,
2020,Age of patient by length of gestation,9-12 weeks,Ages 45+,,,1,
2020,Age of patient by length of gestation,9-12 weeks,Ages <15,,,2,
2020,Age of patient by length of gestation,<9 weeks,Age unknown,,,0,
2020,Age of patient by length of gestation,<9 weeks,Ages 15-19,,,446,
2020,Age of patient by length of gestation,<9 weeks,Ages 20-24,,,1593,
2020,Age of patient by length of gestation,<9 weeks,Ages 25-29,,,1382,
2020,Age of patient by length of gestation,<9 weeks,Ages 30-34,,,988,
2020,Age of patient by length of gestation,<9 weeks,Ages 35-39,,,564,
2020,Age of patient by length of gestation,<9 weeks,Ages 40-44,,,236,
2020,Age of patient by length of gestation,<9 weeks,Ages 45+,,,23,
2020,Age of patient by length of gestation,<9 weeks,Ages <15,,,12,
2020,Age of patient by length of gestation,Unknown,Age unknown,,,0,
2020,Age of patient by length of gestation,Unknown,Ages 15-19,,,0,
2020,Age of patient by length of gestation,Unknown,Ages 20-24,,,5,
2020,Age of patient by length of gestation,Unknown,Ages 25-29,,,5,
2020,Age of patient by length of gestation,Unknown,Ages 30-34,,,5,
2020,Age of patient by length of gestation,Unknown,Ages 35-39,,,9,
2020,Age of patient by length of gestation,Unknown,Ages 40-44,,,1,
2020,Age of patient by length of gestation,Unknown,Ages 45+,,,0,
2020,Age of patient by length of gestation,Unknown,Ages <15,,,0,
2020,Any mention race/ethnicity by age of patient,Age unknown,American Indian/Alaska Native,,,0,
2020,Any mention race/ethnicity by age of patient,Age unknown,Asian,,,0,
2020,Any mention race/ethnicity by age of patient,Age unknown,Black/African American,,,0,
2020,Any mention race/ethnicity by age of patient,Age unknown,Hispanic,,,0,
2020,Any mention race/ethnicity by age of patient,Age unknown,Native Hawaiian/Pacific Islander,,,0,
2020,Any mention race/ethnicity by age of patient,Age unknown,Other race/ethnicity,,,0,
2020,Any mention race/ethnicity by age of patient,Age unknown,Unknown race/ethnicity,,,0,
2020,Any mention race/ethnicity by age of patient,Age unknown,White,,,0,
2020,Any mention race/ethnicity by age of patient,Ages 15-19,American Indian/Alaska Native,,,24,
2020,Any mention race/ethnicity by age of patient,Ages 15-19,Asian,,,29,
2020,Any mention race/ethnicity by age of patient,Ages 15-19,Black/African American,,,52,
2020,Any mention race/ethnicity by age of patient,Ages 15-19,Hispanic,,,202,
2020,Any mention race/ethnicity by age of patient,Ages 15-19,Native Hawaiian/Pacific Islander,,,8,
2020,Any mention race/ethnicity by age of patient,Ages 15-19,Other race/ethnicity,,,62,
2020,Any mention race/ethnicity by age of patient,Ages 15-19,Unknown race/ethnicity,,,26,
2020,Any mention race/ethnicity by age of patient,Ages 15-19,White,,,458,
2020,Any mention race/ethnicity by age of patient,Ages 20-24,American Indian/Alaska Native,,,51,
2020,Any mention race/ethnicity by age of patient,Ages 20-24,Asian,,,77,
2020,Any mention race/ethnicity by age of patient,Ages 20-24,Black/African American,,,199,
2020,Any mention race/ethnicity by age of patient,Ages 20-24,Hispanic,,,528,
2020,Any mention race/ethnicity by age of patient,Ages 20-24,Native Hawaiian/Pacific Islander,,,34,
2020,Any mention race/ethnicity by age of patient,Ages 20-24,Other race/ethnicity,,,178,
2020,Any mention race/ethnicity by age of patient,Ages 20-24,Unknown race/ethnicity,,,98,
2020,Any mention race/ethnicity by age of patient,Ages 20-24,White,,,1506,
2020,Any mention race/ethnicity by age of patient,Ages 25-29,American Indian/Alaska Native,,,48,
2020,Any mention race/ethnicity by age of patient,Ages 25-29,Asian,,,73,
2020,Any mention race/ethnicity by age of patient,Ages 25-29,Black/African American,,,174,
2020,Any mention race/ethnicity by age of patient,Ages 25-29,Hispanic,,,364,
2020,Any mention race/ethnicity by age of patient,Ages 25-29,Native Hawaiian/Pacific Islander,,,30,
2020,Any mention race/ethnicity by age of patient,Ages 25-29,Other race/ethnicity,,,126,
2020,Any mention race/ethnicity by age of patient,Ages 25-29,Unknown race/ethnicity,,,62,
2020,Any mention race/ethnicity by age of patient,Ages 25-29,White,,,1342,
2020,Any mention race/ethnicity by age of patient,Ages 30-34,American Indian/Alaska Native,,,38,
2020,Any mention race/ethnicity by age of patient,Ages 30-34,Asian,,,59,
2020,Any mention race/ethnicity by age of patient,Ages 30-34,Black/African American,,,95,
2020,Any mention race/ethnicity by age of patient,Ages 30-34,Hispanic,,,206,
2020,Any mention race/ethnicity by age of patient,Ages 30-34,Native Hawaiian/Pacific Islander,,,10,
2020,Any mention race/ethnicity by age of patient,Ages 30-34,Other race/ethnicity,,,81,
2020,Any mention race/ethnicity by age of patient,Ages 30-34,Unknown race/ethnicity,,,51,
2020,Any mention race/ethnicity by age of patient,Ages 30-34,White,,,990,
2020,Any mention race/ethnicity by age of patient,Ages 35-39,American Indian/Alaska Native,,,15,
2020,Any mention race/ethnicity by age of patient,Ages 35-39,Asian,,,55,
2020,Any mention race/ethnicity by age of patient,Ages 35-39,Black/African American,,,39,
2020,Any mention race/ethnicity by age of patient,Ages 35-39,Hispanic,,,91,
2020,Any mention race/ethnicity by age of patient,Ages 35-39,Native Hawaiian/Pacific Islander,,,5,
2020,Any mention race/ethnicity by age of patient,Ages 35-39,Other race/ethnicity,,,38,
2020,Any mention race/ethnicity by age of patient,Ages 35-39,Unknown race/ethnicity,,,32,
2020,Any mention race/ethnicity by age of patient,Ages 35-39,White,,,596,
2020,Any mention race/ethnicity by age of patient,Ages 40-44,American Indian/Alaska Native,,,6,
2020,Any mention race/ethnicity by age of patient,Ages 40-44,Asian,,,27,
2020,Any mention race/ethnicity by age of patient,Ages 40-44,Black/African American,,,8,
2020,Any mention race/ethnicity by age of patient,Ages 40-44,Hispanic,,,30,
2020,Any mention race/ethnicity by age of patient,Ages 40-44,Native Hawaiian/Pacific Islander,,,2,
2020,Any mention race/ethnicity by age of patient,Ages 40-44,Other race/ethnicity,,,9,
2020,Any mention race/ethnicity by age of patient,Ages 40-44,Unknown race/ethnicity,,,16,
2020,Any mention race/ethnicity by age of patient,Ages 40-44,White,,,236,
2020,Any mention race/ethnicity by age of patient,Ages 45+,American Indian/Alaska Native,,,0,
2020,Any mention race/ethnicity by age of patient,Ages 45+,Asian,,,5,
2020,Any mention race/ethnicity by age of patient,Ages 45+,Black/African American,,,1,
2020,Any mention race/ethnicity by age of patient,Ages 45+,Hispanic,,,5,
2020,Any mention race/ethnicity by age of patient,Ages 45+,Native Hawaiian/Pacific Islander,,,0,
2020,Any mention race/ethnicity by age of patient,Ages 45+,Other race/ethnicity,,,4,
2020,Any mention race/ethnicity by age of patient,Ages 45+,Unknown race/ethnicity,,,0,
2020,Any mention race/ethnicity by age of patient,Ages 45+,White,,,19,
2020,Any mention race/ethnicity by age of patient,Ages <15,American Indian/Alaska Native,,,1,
2020,Any mention race/ethnicity by age of patient,Ages <15,Asian,,,1,
2020,Any mention race/ethnicity by age of patient,Ages <15,Black/African American,,,1,
2020,Any mention race/ethnicity by age of patient,Ages <15,Hispanic,,,4,
2020,Any mention race/ethnicity by age of patient,Ages <15,Native Hawaiian/Pacific Islander,,,0,
2020,Any mention race/ethnicity by age of patient,Ages <15,Other race/ethnicity,,,4,
2020,Any mention race/ethnicity by age of patient,Ages <15,Unknown race/ethnicity,,,0,
2020,Any mention race/ethnicity by age of patient,Ages <15,White,,,14,
2020,Complications reported by length of gestation,13-16 weeks,Cervical laceration,,,0,
2020,Complications reported by length of gestation,13-16 weeks,Failure of first method,,,1,
2020,Complications reported by length of gestation,13-16 weeks,Hemorrhage,,,5,
2020,Complications reported by length of gestation,13-16 weeks,Infection,,,0,
2020,Complications reported by length of gestation,13-16 weeks,Multiple complications,,,7,
2020,Complications reported by length of gestation,13-16 weeks,No complications,,,383,
2020,Complications reported by length of gestation,13-16 weeks,Other complications,,,4,
2020,Complications reported by length of gestation,13-16 weeks,Retained products,,,4,
2020,Complications reported by length of gestation,13-16 weeks,Uterine perforation,,,0,
2020,Complications reported by length of gestation,17-20 weeks,Cervical laceration,,,0,
2020,Complications reported by length of gestation,17-20 weeks,Failure of first method,,,0,
2020,Complications reported by length of gestation,17-20 weeks,Hemorrhage,,,2,
2020,Complications reported by length of gestation,17-20 weeks,Infection,,,2,
2020,Complications reported by length of gestation,17-20 weeks,Multiple complications,,,1,
2020,Complications reported by length of gestation,17-20 weeks,No complications,,,136,
2020,Complications reported by length of gestation,17-20 weeks,Other complications,,,0,
2020,Complications reported by length of gestation,17-20 weeks,Retained products,,,3,
2020,Complications reported by length of gestation,17-20 weeks,Uterine perforation,,,0,
2020,Complications reported by length of gestation,21-22 weeks,Cervical laceration,,,0,
2020,Complications reported by length of gestation,21-22 weeks,Failure of first method,,,0,
2020,Complications reported by length of gestation,21-22 weeks,Hemorrhage,,,1,
2020,Complications reported by length of gestation,21-22 weeks,Infection,,,0,
2020,Complications reported by length of gestation,21-22 weeks,Multiple complications,,,0,
2020,Complications reported by length of gestation,21-22 weeks,No complications,,,47,
2020,Complications reported by length of gestation,21-22 weeks,Other complications,,,1,
2020,Complications reported by length of gestation,21-22 weeks,Retained products,,,1,
2020,Complications reported by length of gestation,21-22 weeks,Uterine perforation,,,0,
2020,Complications reported by length of gestation,23+ weeks,Cervical laceration,,,0,
2020,Complications reported by length of gestation,23+ weeks,Failure of first method,,,0,
2020,Complications reported by length of gestation,23+ weeks,Hemorrhage,,,2,
2020,Complications reported by length of gestation,23+ weeks,Infection,,,0,
2020,Complications reported by length of gestation,23+ weeks,Multiple complications,,,1,
2020,Complications reported by length of gestation,23+ weeks,No complications,,,52,
2020,Complications reported by length of gestation,23+ weeks,Other complications,,,2,
2020,Complications reported by length of gestation,23+ weeks,Retained products,,,3,
2020,Complications reported by length of gestation,23+ weeks,Uterine perforation,,,0,
2020,Complications reported by length of gestation,9-12 weeks,Cervical laceration,,,0,
2020,Complications reported by length of gestation,9-12 weeks,Failure of first method,,,7,
2020,Complications reported by length of gestation,9-12 weeks,Hemorrhage,,,0,
2020,Complications reported by length of gestation,9-12 weeks,Infection,,,1,
2020,Complications reported by length of gestation,9-12 weeks,Multiple complications,,,14,
2020,Complications reported by length of gestation,9-12 weeks,No complications,,,1021,
2020,Complications reported by length of gestation,9-12 weeks,Other complications,,,5,
2020,Complications reported by length of gestation,9-12 weeks,Retained products,,,16,
2020,Complications reported by length of gestation,9-12 weeks,Uterine perforation,,,0,
2020,Complications reported by length of gestation,<9 weeks,Cervical laceration,,,1,
2020,Complications reported by length of gestation,<9 weeks,Failure of first method,,,46,
2020,Complications reported by length of gestation,<9 weeks,Hemorrhage,,,2,
2020,Complications reported by length of gestation,<9 weeks,Infection,,,7,
2020,Complications reported by length of gestation,<9 weeks,Multiple complications,,,39,
2020,Complications reported by length of gestation,<9 weeks,No complications,,,5028,
2020,Complications reported by length of gestation,<9 weeks,Other complications,,,49,
2020,Complications reported by length of gestation,<9 weeks,Retained products,,,72,
2020,Complications reported by length of gestation,<9 weeks,Uterine perforation,,,0,
2020,Complications reported by length of gestation,Unknown,Cervical laceration,,,0,
2020,Complications reported by length of gestation,Unknown,Failure of first method,,,1,
2020,Complications reported by length of gestation,Unknown,Hemorrhage,,,0,
2020,Complications reported by length of gestation,Unknown,Infection,,,0,
2020,Complications reported by length of gestation,Unknown,Multiple complications,,,0,
2020,Complications reported by length of gestation,Unknown,No complications,,,16,
2020,Complications reported by length of gestation,Unknown,Other complications,,,8,
2020,Complications reported by length of gestation,Unknown,Retained products,,,0,
2020,Complications reported by length of gestation,Unknown,Uterine perforation,,,0,
2020,Contraceptive use and living children by age of patient,Age unknown,Condom/prophylactic,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Age unknown,Contraceptive ring,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Age unknown,Emergency contraception,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Age unknown,Multiple forms,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Age unknown,No contraception use,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Age unknown,Oral contraception,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Age unknown,Other contraception,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Age unknown,Rhythm method,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Age unknown,Unknown contraception use,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Ages 15-19,Condom/prophylactic,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Ages 15-19,Contraceptive ring,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Ages 15-19,Emergency contraception,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Ages 15-19,Multiple forms,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Ages 15-19,No contraception use,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Ages 15-19,Oral contraception,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Ages 15-19,Other contraception,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Ages 15-19,Rhythm method,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Ages 15-19,Unknown contraception use,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Ages 20-24,Condom/prophylactic,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Ages 20-24,Contraceptive ring,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Ages 20-24,Emergency contraception,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Ages 20-24,Multiple forms,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Ages 20-24,No contraception use,Five or more children,,1,
2020,Contraceptive use and living children by age of patient,Ages 20-24,Oral contraception,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Ages 20-24,Other contraception,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Ages 20-24,Rhythm method,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Ages 20-24,Unknown contraception use,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Ages 25-29,Condom/prophylactic,Five or more children,,1,
2020,Contraceptive use and living children by age of patient,Ages 25-29,Contraceptive ring,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Ages 25-29,Emergency contraception,Five or more children,,1,
2020,Contraceptive use and living children by age of patient,Ages 25-29,Multiple forms,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Ages 25-29,No contraception use,Five or more children,,8,
2020,Contraceptive use and living children by age of patient,Ages 25-29,Oral contraception,Five or more children,,1,
2020,Contraceptive use and living children by age of patient,Ages 25-29,Other contraception,Five or more children,,1,
2020,Contraceptive use and living children by age of patient,Ages 25-29,Rhythm method,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Ages 25-29,Unknown contraception use,Five or more children,,1,
2020,Contraceptive use and living children by age of patient,Ages 30-34,Condom/prophylactic,Five or more children,,1,
2020,Contraceptive use and living children by age of patient,Ages 30-34,Contraceptive ring,Five or more children,,1,
2020,Contraceptive use and living children by age of patient,Ages 30-34,Emergency contraception,Five or more children,,1,
2020,Contraceptive use and living children by age of patient,Ages 30-34,Multiple forms,Five or more children,,1,
2020,Contraceptive use and living children by age of patient,Ages 30-34,No contraception use,Five or more children,,22,
2020,Contraceptive use and living children by age of patient,Ages 30-34,Oral contraception,Five or more children,,6,
2020,Contraceptive use and living children by age of patient,Ages 30-34,Other contraception,Five or more children,,1,
2020,Contraceptive use and living children by age of patient,Ages 30-34,Rhythm method,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Ages 30-34,Unknown contraception use,Five or more children,,3,
2020,Contraceptive use and living children by age of patient,Ages 35-39,Condom/prophylactic,Five or more children,,2,
2020,Contraceptive use and living children by age of patient,Ages 35-39,Contraceptive ring,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Ages 35-39,Emergency contraception,Five or more children,,0,
2020,Contraceptive use and living children by age of patient,Ages 35-39,Multiple forms,Five or more children,,2,
2020,Contraceptive use and living children by age of patient,Ages 35-39,No contraception use,Five or more children,,15,
